Location,Period,Kitchen,Dish_Name,Description,Portion_Size,Ingredients,Calories,Protein (g),Total Carbohydrates (g),Sugar (g),Total Fat (g),Saturated Fat (g),Cholesterol (mg),Dietary Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Iron (mg),Trans Fat (g),Vitamin D (IU),Vitamin C (mg),Calories From Fat,Vitamin A (RE),Saturated Fat + Trans Fat (g),Allergens
Stetson_East,Breakfast,RICE STATION,Seasoned Rice Vinegar,,1 floz,Seasoned Rice Vinegar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,"Vegan, Vegetarian"
Stetson_East,Breakfast,HOMESTYLE,Scrambled Eggs,,1/2 cup,"Liquid Egg, Canola Oil",200,14,0.0,0,15,4,420,0,160,160,60,2,0,90,0,140,0.0,5,"Vegetarian, Avoiding Gluten, Good Source of Protein, Egg"
Stetson_East,Breakfast,HOMESTYLE,Turkey Bacon,,3 slice,Turkey Bacon,50,3,1,0,4.5,1.5,20,0,190,30,0,0.2,0,0,5,40,0.0,0,"Avoiding Gluten, Poultry"
Stetson_East,Breakfast,HOMESTYLE,Potatoes O'Brien,"Potatoes Prepared with Green Pepper, Red Pepper, and Onion ",1/2 cup,"Potatoes, Onions, Bell Peppers, Green Bell Peppers, Canola Oil, Salt, Black Pepper",100,2,19,1,2.5,0,0,2,150,320,10,0.3,0,0,12,20,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly, Onion"
Stetson_East,Breakfast,HOMESTYLE,Buttermilk Pancakes,,2 each,"Water, Pancake Mix, Oil",170,4,33,6,2.5,1,5,1,520,90,70,1.8,0,0,0,20,0,0,"Vegetarian, Gluten, Milk, Wheat, Soy, Egg"
Stetson_East,Breakfast,MENUTAINMENT,Eggs Your Way,,1 each,Egg,60,6,0,0,4,1.5,165,0,60,60,20,0.8,0,35,0,40,0.0,0,"Vegetarian, Avoiding Gluten, Egg"
Stetson_East,Breakfast,MENUTAINMENT,Eggs,,1/4 cup,Liquid Egg,90,8,0,0,6,2,225,0,85,80,30,1.1,0,50,0,50,0.0,0,"Vegetarian, Avoiding Gluten, Good Source of Protein, Egg"
Stetson_East,Breakfast,MENUTAINMENT,Egg Whites,two egg whites made-to-order,1/4 cup,Liquid Egg White,30,7,0,0,0,0,0,0,100,100,0,0,0.0,0,0,0,0.0,0,"Vegetarian, Avoiding Gluten, Egg"
Stetson_East,Breakfast,MENUTAINMENT,Diced Bacon,,1 ounce,Bacon,130,10,0,0,10,3.5,30,0,480,140,0,0.3,0,5,0,90,0.0,5,"Pork, Gluten*"
Stetson_East,Breakfast,MENUTAINMENT,Italian Sausage Crumbles,,1 ounce,Italian Sausage,90,5,0.0,0,7,2.5,25,0,230,100,0,0.4,0,10,0,70,0.0,5,"Avoiding Gluten, Celery*, Mustard*, Pork, Soy"
Stetson_East,Breakfast,MENUTAINMENT,Diced Ham,,1 ounce,Ham,35,4,2,0.0,1,0,15,0,360,200,0,0.2,0,170,0,10,0,0,"Pork, Gluten*"
Stetson_East,Breakfast,MENUTAINMENT,Shredded Sharp American Cheese,,1 ounce,American Cheese,100,5,1,0.0,9,5,30,0,470,40,300,0.2,0,90,0,80,0.0,5,"Avoiding Gluten, Milk, Beef*, Pork*"
Stetson_East,Breakfast,MENUTAINMENT,Baby Spinach,,1/4 ounce,Spinach,0,0,0,0,0,0,0,0,5,40,10,0.2,0,0,2,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly"
Stetson_East,Breakfast,MENUTAINMENT,Sliced Mushrooms,,1 ounce,Mushrooms,5,0.0,0.0,0.0,0,0,0,0,0,90,0,0.1,0,0,1,0,0.0,0,"Mushroom, Vegan, Vegetarian, Avoiding Gluten, How Good Friendly"
Stetson_East,Breakfast,MENUTAINMENT,Diced Tomatoes,,1 ounce,Tomatoes,5,0,1,0.0,0,0,0,0,0,70,0,0.1,0,0,4,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, Tomato"
Stetson_East,Breakfast,MENUTAINMENT,Chopped Green Bell Pepper,,1 ounce,Green Bell Peppers,5,0,1,0.0,0,0,0,0,0,50,0,0.1,0,0,23,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,MENUTAINMENT, Diced Onions,,1 ounce,Onions,10,0,3,1,0,0,0,0,0,40,10,0.1,0,0,2,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, Onion"
Stetson_East,Breakfast,SOUP,Oatmeal,,1 ladle-4oz,"Water, Oatmeal, Salt",90,3,16,0,2,0,0,2,95,90,10,1.2,0.0,0,0,20,0,0,"Vegan, Vegetarian, Gluten, Wheat"
Stetson_East,Breakfast,SOUP,Hard Boiled Eggs,,2 each,"Waters, Egg",130,11,0.0,0,8,3,325,0,125,120,50,1.5,0,70,0,80,0,5,"Vegetarian, Avoiding Gluten, Good Source of Protein, Egg"
Stetson_East,Breakfast,SOUP,Cinnamon Sugar,"cinnamon, sugar, brown sugar mix",1 ounce,"Sugar, Brown Sugar (sugar, cane syrups), Cinnamon",110,0,28,25,0,0,0,2,0,20,40,0.3,0.0,0,0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,SOUP,Brown Sugar Topping,,1 cup,"Brown Sugar (sugar, cane syrups), Sugar",800,0,208,207,0,0,0,0,30,150,90,0.8,0.0,0,0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Grapefruit,,1 half,Ruby Red Grapefruit,35,0.0,9,6,0,0,0,1,0,110,20,0.1,0,0,26,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly"
Stetson_East,Breakfast,FRESH 52 B,Watermelon,,1 wedge,Watermelon,90,2,22,18,0,0,0,1,0,330,20,0.7,0,0,24,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Red Seedless Grapes,,1/4 cup,Grapes,25,0,7,6,0,0,0,0,0,80,0,0.1,0,0,1,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Cubed Pineapple,,1/4 cup,Pineapple,20,0,5,4,0,0,0,0.0,0,40,10,0.1,0,0,20,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Cubed Cantaloupe,,1/4 cup,Cantaloupe,15,0,3,3,0,0,0,0,5,110,0,0.1,0,0,15,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly"
Stetson_East,Breakfast,FRESH 52 B,Cubed Honeydew,,1/4 cup,Honeydew Melon,15,0,4,3,0,0,0,0,10,100,0,0.1,0,0,8,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly"
Stetson_East,Breakfast,FRESH 52 B,Fat Free Cottage Cheese,,1/4 cup,Fat Free Cottage Cheese,25,4,2,0.0,0,0,0.0,0,135,50,30,0.1,0.0,0,0,0,0.0,0,"Vegetarian, Milk, MSG*"
Stetson_East,Breakfast,FRESH 52 B,Low Fat Plain Yogurt,,1/4 cup,Low Fat Yogurt,30,3,4,3,0.5,0,0.0,0,40,120,90,0,0,25,0.0,0,0.0,0,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Breakfast,FRESH 52 B,Low-Fat Blueberry Yogurt,,1/4 cup,Low Fat Blueberry Yogurt,35,1,7,5,0,0,0,0,20,60,40,0,0,30,0.0,0,0.0,0,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Breakfast,FRESH 52 B,Blueberries,,1 ounce,Blueberries,15,0,3,2,0,0,0,0.0,0,20,0,0.1,0,0,1,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Oats 'n Honey Granola,,1 ounce,Granola,130,2,20,7,4.5,0.5,0,1,100,60,0,0.6,0,0,0,45,0,0,"Vegetarian, Wheat, Soy, Gluten*"
Stetson_East,Breakfast,FRESH 52 B,Cream Cheese,,1 ounce,Cream Cheese,100,2,2,1,10,6,30,0,90,40,30,0,0,0,0,90,0.0,5,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Breakfast,FRESH 52 B,Maple Honey Cream Cheese,Maple Honey Cream Cheese,1 ounce,"Cream Cheese, Honey, Maple Extract",100,2,3,3,9,5,25,0,80,40,20,0,0.0,0,0,80,0.0,5,"Vegetarian, Milk, Sulphites, Gluten*, Wheat*, Alcohol"
Stetson_East,Breakfast,FRESH 52 B,Strawberry Cream Cheese,Laced with sweet strawberries,1 ounce,"Cream Cheese, Strawberry Preserves",100,1,4,3,8,5,25,0,75,30,20,0,0,0,0,80,0.0,5,"Vegetarian, Milk, Gluten*, MSG*, Strawberry"
Stetson_East,Breakfast,FRESH 52 B,Butter PC,,1 each,Butter,70,0,0,0,8,4.5,25,0,60,0,0,0,0,0,0,70,0.0,5,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Breakfast,FRESH 52 B,"Margarine, Smart Balance, 5g",Margarine,1 each,"INGREDIENTS: NATURAL OIL BLEND (PALM FRUIT, SOYBEAN, CANOLA, FLAXSEED AND OLIVE OILS), WATER, CONTAINS LESS THAN 2% SALT, SORBITAN ESTER OF VEGETABLE FATTY ACIDS, MONOGLYCERIDE OF VEGETABLE FATTY ACIDS, SOYBEAN LECITHIN, POTASSIUM SORBATE, TBHQ AND CALCIUM DISODIUM EDTA TO PROTECT FRESHNESS, NATURAL AND ARTIFICIAL FLAVOR, LACTIC ACID, VITAMIN A PALMITATE, BETA-CAROTENE COLOR AND VITAMIN E ACETATE. CONTAINS: SOYBEAN.",30,0,0,0,3,1,0,0,30,0,0,0,0,0,0,30,35,0,"Vegan, Vegetarian, Avoiding Gluten, Soy"
Stetson_East,Breakfast,FRESH 52 B,"Jelly, Assorted (Grape, Strawberry, Mixed Fruit), Smuckers",,1 each,"Concord Grape Jelly: Concord Grape Juice, High Fructose Corn Syrup, Corn Syrup, Fruit Pectin, Citric Acid, Sodium Citrate.
Strawberry Jam: Strawberries, High Fructose Corn Syrup, Corn Syrup, Sugar, Fruit Pectin, Citric Acid.
Mixed Fruit Jelly: High Fructose Corn Syrup, Corn Syrup, Grape Juice, Apple Juice, Fruit Pectin, Citric Acid. 
Manufacturer will not declare gluten free ",35,0,9,8,0,0,0,0,5,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,"Gluten*, Strawberry"
Stetson_East,Breakfast,FRESH 52 B,"Peanut Butter, .75 oz, Jif",,1 each,"INGREDIENTS: MADE FROM ROASTED PEANUTS AND SUGAR, CONTAINS 2% OR LESS OF: MOLASSES, FULLY HYDROGENATED VEGETABLE OILS (RAPESEED AND SOYBEAN), MONO AND DIGLYCERIDES, SALT. Gluten Free. ALLERGENS: Peanuts. ",120,4,5,2,10,2,0,2,90,120,10,0.3,0,0,0.0,90,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, Peanuts"
Stetson_East,Breakfast,FRESH 52 B,Nutella,,3/4 ounce,Chocolate Hazelnut Spread,110,1,13,12,6,2.5,0.0,0.0,10,100,20,0.6,0,0,0.0,60,0.0,0,"Vegetarian, Avoiding Gluten, Milk, Soy, Tree Nuts"
Stetson_East,Breakfast,FRESH 52 B,Dried Cranberries,,1 tbsp,Cranberries,30,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Raisins,,1 tbsp,Raisins,25,0,7,6,0,0,0,0,0,70,10,0.2,0,0,0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,FRESH 52 B,Roasted Sunflower Seeds,,1 tbsp,Sunflower Seeds,45,2,2,0,4,0,0,0.0,0,70,10,0.3,0.0,0,0,35,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Breakfast,SWEET SHOPPE,Plain Bagel,,1 each,Plain Bagel,300,9,60,4,2,0,0,2,300,0.0,100,3.8,0,0,0.0,20,0.0,0,"Vegan, Vegetarian, Gluten, Wheat, Good Source of Protein, Soy"
Stetson_East,Breakfast,SWEET SHOPPE,Cinnamon Raisin Bagel,,1 each,Cinnamon Raisin Bagel,330,11,66,14,2,0.5,0,3,460,150,40,3.4,0,0,0.0,20,0.0,0,"Vegan, Vegetarian, Gluten, Wheat, Good Source of Protein, Soy, Sesame"
Stetson_East,Breakfast,SWEET SHOPPE,Everything Bagel,,1 each,Everything Bagel,310,11,61,6,2.5,0,0,3,570,120,60,4,0,0,5,25,20,0,"Garlic, Vegan, Vegetarian, Gluten, Wheat, Good Source of Protein, Soy*, Sulphites, Onion, Sesame"
Stetson_East,Breakfast,SWEET SHOPPE,Mini Croissant,,1 each,Croissant,90,1,11,1,4.5,2.5,10,0,90,10,0,0.2,0,0,0.0,40,0.0,5,"Vegetarian, Gluten, Milk, Wheat, Egg, Tree Nuts*"
Stetson_East,Breakfast,SWEET SHOPPE,Blueberry Muffin,Sweet blueberries in a fluffy cake.,1 each,"Muffin Mix, Water, Blueberries, All Purpose Flour",360,3,63,33,10,4.5,0,1,530,70,60,2.1,0.0,0,0,90,0,5,"Vegetarian, Egg*, Gluten, Milk, Wheat, Soy"
Stetson_East,Breakfast,SWEET SHOPPE,Assorted Mini Danishes,"Assortment of apple, cheese, raspberry, or cinnamon raisin",1 each,Demi Danish,110,2,16,7,5,2.5,0.0,0.0,135,10,10,1,0,0,0.0,45,0.0,0,"Vegetarian, Gluten, Milk, Wheat, Sulphites, Soy, Egg"
Stetson_East,Breakfast,SWEET SHOPPE,Vanilla and Sprinkle Donut,Donut topped with vanilla icing and rainbow sprinkles,1 each,"Homestyle Doughnut, Vanilla Icing, Rainbow Sprinkles",400,4,62,33,15,8,0,0.0,260,60,20,1.6,0,0,0,140,15,10,"Vegetarian, Egg*, Gluten, Milk, Wheat, Sulphites, Soy"
Stetson_East,Breakfast,SWEET SHOPPE,Brown Sugar Cinnamon Scone,,1 each,Brown Sugar Cinnamon Scone Dough,420,5,58,30,18,10,0,1,360,150,90,2.1,0,0,0.0,160,0.0,10,"Vegetarian, Gluten, Milk, Wheat, Soy"
Stetson_East,Lunch,CUCINA,Miso Bacon Udon Noodles,Creamy udon noodles with crispy bacon and Parmesan cheese,3/4 cup,"Udon Noodles, Applewood Bacon, Egg, Parmesan Cheese, Green Onions, Miso Paste, Black Pepper",390,9,50,0,13,4,170,0,710,170,160,4.7,0.0,35,1,120,15,5,"Gluten, Milk, Wheat, Good Source of Protein, Pork, Onion, Soy, Egg"
Stetson_East,Lunch,CUCINA,Garlic Breadstick ,"Garlic Breadstick, Butter, and Parsley ",1 each,"French Breadsticks Dough, Butter, Parsley, Garlic",80,2,12,0.0,3,1.5,5,0,140,30,10,0.8,0,10,0,25,0,0,"Garlic, Vegetarian, How Good Friendly, Gluten, Milk, Wheat, Soy*, Egg"
Stetson_East,Lunch,CUCINA,Marinara Sauce,,1 ladle-2oz,Marinara Sauce,35,0.0,7,4,0,0,0,1,230,180,20,0.4,0,0,0.0,0,0.0,0,"Garlic, Vegan, Vegetarian, Tomato, Onion, Gluten*"
Stetson_East,Lunch,CUCINA,Caesar Salad,"With romaine lettuce, parmesan cheese, and garlic croutons",1 cup,"Lettuce, White Bread, Parmesan Cheese, Canola Oil, Garlic",110,4,11,2,5,1.5,0.0,1,190,150,100,1,0.0,0,2,45,0.0,0,"Garlic, Vegetarian, Gluten, Milk, Wheat, Soy, Tree Nuts*"
Stetson_East,Lunch,CUCINA,Cheese Pizza,"Traditional pie topped with Italian tomato sauce, mozzarella, and parmesan cheese.",1 slice,"Pizza Dough, Parmesan Cheese, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Salt, Basil, Garlic, Black Pepper",200,10,18,2,10,4,20,0.0,640,140,230,1.3,0,15,3,90,0,5,"Garlic, Vegetarian, Egg*, Gluten, Milk, Wheat, Soy*, Tomato, Sesame*"
Stetson_East,Lunch,CUCINA,Chicken Tuscano Pizza,"Pizza topped with spinach, roasted garlic, tomatoes, grilled chicken, fresh oregano, mozzarella and feta cheese",1 slice,"Pizza Dough, Chicken, Part Skim Mozzarella Cheese, Tomatoes, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Spinach, Feta Cheese, Parmesan Cheese, Garlic, Oregano, Garlic, Oregano, Red Pepper, Canola Oil",310,25,26,3,13,6,55,2,750,470,370,2.5,0.0,20,12,120,0,5,"Garlic, Egg*, Gluten, Milk, Wheat, Tomato, Soy, Sesame*, Poultry"
Stetson_East,Lunch,CUCINA,Margarita Pizza,"Taste of tomatoes, fresh mozzarella and fresh basil",1 slice,"Mozzarella Cheese, Pizza Dough, Tomatoes, Basil, Canola Oil, Garlic, Parmesan Cheese, Salt, Basil, Parsley, Garlic, Oregano, Red Pepper, Black Pepper",190,11,16,1,10,5,30,0.0,320,110,190,1.2,0.0,15,3,90,0,5,"Garlic, Vegetarian, Egg*, Gluten, Milk, Wheat, Good Source of Protein, Soy*, Tomato, Sesame*"
Stetson_East,Lunch,CUCINA,Grated Parmesan Cheese,,1 tbsp,Parmesan Cheese,25,2,0.0,0,1.5,1,5,0,115,10,50,0,0,0,0,15,0.0,0,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Lunch,CUCINA,Crushed Red Pepper,,1 tsp,Red Pepper,5,0,1,0,0,0,0,0,0,40,0,0.1,0.0,0,1,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Lunch,CUCINA,Dried Oregano,,1 tsp,Oregano,0,0,0.0,0,0,0,0,0,0,10,20,0.4,0,0,0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Lunch,RICE STATION,White Rice,White Rice Cooked with Canola Oil and Salt,1/2 cup,"Water, Long Grain White Rice, Canola Oil, Salt",120,2,23,0,1.5,0,0,0.0,30,50,20,0.9,0.0,0,0,15,0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly"
Stetson_East,Lunch,RICE STATION,Brown Rice,Lightly seasoned,1/2 cup,"Water, Brown Rice",110,2,23,0,1,0,0,1,0,70,0,0.4,0,0,0,10,0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Lunch,RICE STATION,Olive Oil,,1 floz,Olive Oil,240,0,0,0,27,3.5,0,0,0,0,0,0.2,0.0,0,0,240,0.0,5,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Lunch,RICE STATION,Gluten Free Soy Sauce,,1 floz,Soy Sauce,20,1,4,2,0,0,0,0,880,200,0,0,0,0,0.0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, Soy"
Stetson_East,Lunch,RICE STATION,Seasoned Rice Vinegar,,1 floz,Seasoned Rice Vinegar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,"Vegan, Vegetarian"
Stetson_East,Lunch,HOMESTYLE,Southwest Beef Taco,Lightly spiced beef in a crispy tortilla shell,2 each,"Beef, Cheddar Cheese, Marinara Sauce, Lettuce, Tomatoes, Corn Taco Shell, Onions, Green Bell Peppers, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Garlic, Cumin, Lime, Black Pepper, Salt",520,30,24,6,34,15,105,4,690,540,490,3,0.0,15,7,310,0.0,15,"Garlic, Milk, Good Source of Protein, Tomato, Beef, Onion, Gluten*"
Stetson_East,Lunch,HOMESTYLE,Arroz Rojo,Rice flavored with fresh tomato and garlic,3/4 cup,"Water, Long Grain White Rice, Tomatoes, Onions, Canola Oil, Tomato paste (tomato paste, citric acid), Vegetable Base, Garlic",180,3,28,2,7,0.5,0,1,150,160,30,1.2,0.0,0,5,60,0,0,"Garlic, Vegan, Vegetarian, Avoiding Gluten, Tomato, Onion, Celery"
Stetson_East,Lunch,HOMESTYLE,Spicy Black Beans ,Black Beans with Southwest Spices and Cilantro ,1/2 cup,"Water, Black beans (Black beans, water, salt, calcium chloride), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Onions, Cilantro, Garlic, Sherry Vinegar, Canola Oil, Vegetable Base, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Chipotle Peppers, Sugar, Cumin, Coriander, Salt",100,4,15,3,3.5,0,0,5,500,330,60,2.1,0.0,0,11,30,0,0,"Garlic, Vegan, Vegetarian, Avoiding Gluten, How Good Friendly, Mustard*, Sulphites, Tomato, Onion, Celery"
Stetson_East,Lunch,HOMESTYLE,Mexican Corn,"Whole kernel sweet corn with bell peppers, pimentos and paprika",1/2 cup,"Corn, Bell Peppers, Green Bell Peppers, Onions, Green Onions, Paprika (Paprika and Silicon Dioxide), Cumin, Canola Oil, Black Pepper",80,2,18,3,0.5,0,0,2,0,240,10,0.6,0.0,0,11,5,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly, Onion"
Stetson_East,Lunch,HOMESTYLE,Shredded Iceberg Lettuce,,1/2 ounce,Lettuce,0,0,0,0,0,0,0,0,0,20,0,0.1,0,0,0,0,0.0,0,"Vegan, Vegetarian, Avoiding Gluten"
Stetson_East,Lunch,HOMESTYLE,Shredded Cheddar Cheese,,1 tbsp,Cheddar Cheese,30,2,0,0,2.5,1.5,5,0,45,10,50,0,0.0,0,0,20,0.0,0,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Lunch,HOMESTYLE,Sour Cream,,1 floz,Sour Cream,60,0.0,1,0.0,6,3,15,0,10,40,30,0,0,0,0,50,0.0,5,"Vegetarian, Avoiding Gluten, Milk"
Stetson_East,Lunch,HOMESTYLE,Pico de Gallo,"A tangy, bright, fresh salsa.",2 floz,"Tomatoes, Onions, Lime, Jalapeno, Olive Oil, Cilantro, Salt",20,0,2,1,1,0,0,0.0,90,100,10,0.1,0.0,0,8,10,0.0,0,"Vegan, Vegetarian, Avoiding Gluten, How Good Friendly, Tomato, Onion"
Stetson_East,Lunch,GLOBAL EATS,Hot & Spicy Tofu,Hot and Spicy Tofu,3/4 cup,"Tofu, Green Bell Peppers, Onions, Water, Soy Sauce, White Vinegar, Brown Sugar (sugar, cane syrups), Garlic, Cornstarch, Red Pepper, Canola Oil",150,11,16,8,6,1,0,2,340,390,420,6.4,0.0,0,42,50,0,0,"Garlic, Vegan, Vegetarian, Avoiding Gluten, Good Source of Protein, Onion, Soy"
Stetson_East,Lunch,GLOBAL EATS,Lo Mein Noodles with Vegetables,"Lo Mein noodles with mushroom, carrots, bamboo shoots, and soy sauce",1/2 cup,"Water, Lo Mein Noodles, Mushrooms, Bamboo shoots (bamboo shoots, water), Carrots, Cabbage, Soy Sauce, Sesame Oil, Cornstarch, Sherry Cooking Wine, Salt, Sugar, Garlic",110,3,20,1,1.5,0,0,1,230,60,10,0.4,0.0,0,3,15,0,0,"Garlic, Mushroom, Vegan, Vegetarian, Gluten, Wheat, Sulphites, Soy, Alcohol, Sesame"
Stetson_East,Lunch,GLOBAL EATS,Seasoned Edamame,Edamame sauteed with ginger and garlic,1/2 cup,"Edamame, Canola Oil, Garlic, Ginger, Salt",80,7,6,1,4,0,0,3,80,260,40,1.4,0,0,4,40,0.0,0,"Garlic, Vegan, Vegetarian, Avoiding Gluten, Good Source of Protein, Soy"
Stetson_East,Lunch,MENUTAINMENT,Eggs Your Way,,1 each,Egg,60,6,0,0,4,1.5,165,0,60,60,20,0.8,0,35,0,40,0.0,0,"Vegetarian, Avoiding Gluten, Egg"
